KG id;SPARQL availability;RDF dump availability;VoID availability;License (metadata);License machine redeable (query)
uis-linked-data;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-zero;-
uk-legislation-api;False;True;VoID file offline;http://reference.data.gov.uk/id/open-government-licence;-
uk-postcodes;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
umbel;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
umthes;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
un-hazardous-numbers;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
uniprot;True;True;VoID file offline;-;-
UniProt;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;http://creativecommons.org/licenses/by/4.0/
uniprot-metadata;False;False;VoID file absent;-;-
uniprotkb;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;http://creativecommons.org/licenses/by/4.0/
universal-dependencies-treebank-ancient-greek;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-ancient-greek-proiel;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-arabic;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-basque;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-bulgarian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-catalan;False;True;VoID file offline;-;-
universal-dependencies-treebank-chinese;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-coptic;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
universal-dependencies-treebank-croatian;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-czech;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-czech-cac;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-czech-cltt;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-danish;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-dutch;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-dutch-lassysmall;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-english;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-english-esl;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-english-lines;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-estonian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-finnish;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-finnish-ftb;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
universal-dependencies-treebank-french;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-galician;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-galician-treegal;False;True;VoID file offline;-;-
universal-dependencies-treebank-german;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-gothic;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-greek;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-hebrew;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-hindi;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-hungarian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-indonesian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-irish;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-italian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-japanese;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-japanese-ktc;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-kazakh;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-latin;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-latin-ittb;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-latin-proiel;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-latvian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-norwegian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-old-church-slavonic;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-persian;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-polish;False;True;VoID file offline;-;-
universal-dependencies-treebank-portuguese;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-portuguese-bosque;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-portuguese-br;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-romanian;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-russian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-russian-syntagrus;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-sanskrit;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-slovak;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-slovenian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-slovenian-sst;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-spanish;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-spanish-ancora;False;True;VoID file offline;-;-
universal-dependencies-treebank-swedish;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-swedish-lines;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-swedish-sign-language;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-tamil;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-turkish;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-ukrainian;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
universal-dependencies-treebank-uyghur;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universal-dependencies-treebank-vietnamese;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
universidad-de-cuenca-linkeddata;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;http://creativecommons.org/licenses/by/3.0/
university-plymouth-reading-lists;False;False;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
university-sussex-reading-lists;False;False;VoID file offline;-;-
unodc;False;True;VoID file offline;-;-
Upper_Ontology;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
upper-ontology;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Urban_Atlas_;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Urban_Atlas_Dataset;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
uriburner;True;True;VoID file offline;-;http://creativecommons.org/licenses/by/3.0/
urn_webprotege_ontology_c0b8701e-374c-4d5a-bc60-970f0cba1976;False;False;VoID file offline;http://www.cecill.info/licences/Licence_CeCILL-C_V1-en.html;-
Uros_Legija_Susa;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Uros_Susa;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
usage-review-corpus;False;True;VoID file absent;-;-
utpl-lod;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;-
varsha;False;True;VoID file offline;https://opendefinition.org/licenses/tcl;-
Vehicule_Autonome;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
VelezIndexTotiusArtis;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
verrijktkoninkrijk;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
viaf;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
Vihar_Exports;False;False;VoID file offline;https://creativecommons.org/licenses/by/3.0/;-
vivo;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vivo-cornell-university;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vivo-indiana-university;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vivo-ponce;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vivo-scripps-research-institute;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vivo-university-of-florida;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vivo-weill-cornell-medical-college;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vivo-wustl;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vivo2doi;False;True;VoID file absent;http://www.opendefinition.org/licenses/odc-by;-
vu-wordnet;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
vulnerapedia;False;False;VoID file offline;-;-
Vyvasta;False;False;VoID file offline;https://opendefinition.org/licenses/fal;-
w3c;False;True;VoID file absent;-;-
w3c-wordnet;False;True;VoID file offline;https://www.apache.org/licenses/LICENSE-2.0;-
warsampo;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;http://creativecommons.org/licenses/by/4.0/
wasabi;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;cc-by
Water_Areas_Classification;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
Water_Buffer;True;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
webisalod;True;True;VoID file available;-;-
webnmasunotraveler;False;False;VoID file offline;-;-
whisky-circle-info;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
whonto;False;True;VoID file offline;http://www.opendefinition.org/licenses/odc-odbl;-
WHOnto;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
wikidata;True;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;http://creativecommons.org/publicdomain/zero/1.0/
wikilinks-rdf-nif;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
wiktionary-dbpedia-org;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
wn-wiki-instances;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
wold;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
woodtrick;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
WordFormationLatin;False;True;VoID file available;http://www.opendefinition.org/licenses/cc-by-sa;-
wordlift-io-blog-en;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
wordlift-io-blog-it;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
wordnet-rdf;False;False;VoID file absent;-;-
wordpress;False;True;VoID file absent;-;-
world-bank-linked-data;False;False;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
world-factbook-fu-berlin;False;False;VoID file offline;-;-
world-wide-web-foundation;False;False;VoID file offline;-;-
ww1lod;True;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by-sa;http://www.opendatacommons.org/licenses/pddl/1.0/
xlid-lexica;False;False;VoID file absent;-;-
xwn;False;False;VoID file offline;-;-
xx;False;False;VoID file offline;https://opendefinition.org/licenses/miros;-
yago;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
yahoo_geoplanet;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
yale_senselab;False;False;VoID file offline;-;-
yordhis;False;False;VoID file offline;https://opensource.org/licenses/MIT;-
yovisto;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by-sa;-
ysa;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-zero;-
yso;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
yso-fi-allars;False;True;VoID file absent;-;-
yso-fi-ysa;False;True;VoID file absent;-;-
yso-paikat;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
zaragoza_turruta;False;False;VoID file absent;-;-
zaragoza-datosabiertos;False;True;VoID file offline;-;-
zbw-labs;False;True;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
zbw-pressemappe20;False;False;VoID file offline;-;-
zhishi-lemon;False;False;VoID file absent;http://www.opendefinition.org/licenses/cc-by;-
zhishi-me;False;True;VoID file offline;http://creativecommons.org/licenses/by-nc/2.0/;-
zitgist-musicbrainz;False;False;VoID file offline;http://www.opendefinition.org/licenses/odc-by;-
红色经典歌曲关联数据集;False;True;VoID file offline;http://www.opendefinition.org/licenses/cc-by;-
wl-kg;True;False;False;http://www.opendefinition.org/licenses/cc-by;-
ipbes;False;False;False;http://www.opendefinition.org/licenses/cc-by;-
